name,specialization,latitude,longitude,hospital_name
DR. FATIMA AKHUND,DERMATOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. SHEEZA ALI,DERMATOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. RABIA GHAFOOR,DERMATOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
EJAZ AHMED SHEIKH,DERMATOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. MUHAMMAD UMAIR MEMON,DERMATOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. MUSARRAT SHANIL KADIR,DERMATOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. SYED GAUHAR ALAM,DERMATOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. IJAZ AHMED,DERMATOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. HINA FAHD,DERMATOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. SHAMIM ARA ARIF,DERMATOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. SEEMA ZIA,DERMATOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. MUSSARAT SHANIL KADIR,DERMATOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. ASAD KAZIM,DERMATOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. JAVED AHMED PHOLPOTO,DERMATOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
Dr. M. Umar Khan,ENDOCRINOLOGIST,24.94434275,67.13907265,Dow
Dr. S. Muhammad Hasan,ENDOCRINOLOGIST,24.94434275,67.13907265,Dow
Dr. Nida Sajid,ENDOCRINOLOGIST,24.94434275,67.13907265,Dow
Dr. Sumera Jabeen,ENDOCRINOLOGIST,24.8176517,67.11176696,Indus
"JAMAL ARA, PROF.",ENDOCRINOLOGIST,24.85369521,67.03996306,NICVD
"SHAHID KAMAL, DR.",ENDOCRINOLOGIST,24.85369521,67.03996306,NICVD
"SAEED AHMED MAHAR, DR.",ENDOCRINOLOGIST,24.85369521,67.03996306,NICVD
"MUHAMMAD SAJID ABBAS JAFFRI, DR.",ENDOCRINOLOGIST,24.85369521,67.03996306,NICVD
"AQIBA SARFRAZ, DR.",ENDOCRINOLOGIST,24.85369521,67.03996306,NICVD
Dr. Ali Asghar,ENDOCRINOLOGIST,24.89111874,67.06600414,Liaquat National
Dr. Aqiba Sarfaraz,ENDOCRINOLOGIST,24.89111874,67.06600414,Liaquat National
Dr. Muhammad Owais Rashid,ENDOCRINOLOGIST,24.89111874,67.06600414,Liaquat National
Dr. Muhammad Yaqoob Ahmedani,ENDOCRINOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Zahid Miyan,ENDOCRINOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Syed Tanveer ul Huda,ENDOCRINOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Nausheen Riaz,ENDOCRINOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
INR Clinics,ENDOCRINOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Muhammad Uzair Abdul Rauf,ENDOCRINOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
SAIMA RASHEED,DIETICIAN,24.85369521,67.03996306,NICVD
Parin Mama,DIETICIAN,24.81441837,67.02243839,South City Hospital
Ms. Sidra Iqbal,DIETICIAN,24.81441837,67.02243839,South City Hospital
Dr. Badder Hina Afnan,DIETICIAN,24.94434275,67.13907265,Dow
MS. AMINA MUJIB KHAN,DIETICIAN,24.81744784,67.00775898,Ziauddin Hospital
MS. SUMAIYA IQBAL,DIETICIAN,24.81744784,67.00775898,Ziauddin Hospital
MS. SHAZIA ERUM,DIETICIAN,24.81744784,67.00775898,Ziauddin Hospital
Dr. Saeed Akhtar,E.N.T-HEAD AND NECK SURGEON,24.89111874,67.06600414,Liaquat National
Ms. Sadia Siddiq,E.N.T-HEAD AND NECK SURGEON,24.89111874,67.06600414,Liaquat National
Prof. Dr. Shakil Aqil,E.N.T-HEAD AND NECK SURGEON,24.89111874,67.06600414,Liaquat National
Dr. Ahmad Nawaz,E.N.T-HEAD AND NECK SURGEON,24.89111874,67.06600414,Liaquat National
Dr. Iqbal Hussain,E.N.T-HEAD AND NECK SURGEON,24.89111874,67.06600414,Liaquat National
MS. SAHAR MATEEN,EASTERN MEDICINE AND NATURAL SCIENCE,24.81744784,67.00775898,Ziauddin Hospital
PROF. TABIBA TASNEEM QURESHI,EASTERN MEDICINE AND NATURAL SCIENCE,24.81744784,67.00775898,Ziauddin Hospital
Dr. Abdul Mueed, ELECTROPHYSIOLOGIST,24.84691306,67.05618623,NMC
Dr. Ghazala Irfan, ELECTROPHYSIOLOGIST,24.84691306,67.05618623,NMC
Dr. Zubair Mumtaz, ELECTROPHYSIOLOGIST,24.84691306,67.05618623,NMC
Mirza Noor Ali Baig,EMERGENCY MEDICINE,24.89232084,67.07542773,Agha Khan
Syed Muhammad Baqir,EMERGENCY MEDICINE,24.89232084,67.07542773,Agha Khan
Bushra Qaiser Qureshi,EMERGENCY MEDICINE,24.89232084,67.07542773,Agha Khan
Badar Afzal Khan,EMERGENCY MEDICINE,24.89232084,67.07542773,Agha Khan
Nadeem Ullah Khan,EMERGENCY MEDICINE,24.89232084,67.07542773,Agha Khan
Sohaib Haider Hashmi,EMERGENCY MEDICINE,24.89232084,67.07542773,Agha Khan
Noman Ali,EMERGENCY MEDICINE,24.89232084,67.07542773,Agha Khan
Fareed Ahmed,EMERGENCY MEDICINE,24.89232084,67.07542773,Agha Khan
Shahan Waheed,EMERGENCY MEDICINE,24.89232084,67.07542773,Agha Khan
Abdul Ahad Chhotani,EMERGENCY MEDICINE,24.89232084,67.07542773,Agha Khan
Madiha Ismail,EMERGENCY MEDICINE,24.89232084,67.07542773,Agha Khan
Irum Qamar Khan,EMERGENCY MEDICINE,24.89232084,67.07542773,Agha Khan
Saira Furqan,ENDOCRINOLOGIST,24.89232084,67.07542773,Agha Khan
M. Qamar Masood,ENDOCRINOLOGIST,24.89232084,67.07542773,Agha Khan
Najmul Islam,ENDOCRINOLOGIST,24.89232084,67.07542773,Agha Khan
Aisha Sheikh,ENDOCRINOLOGIST,24.89232084,67.07542773,Agha Khan
Saeed Ahmed Mahar,ENDOCRINOLOGIST,24.89232084,67.07542773,Agha Khan
Azra Rizwan,ENDOCRINOLOGIST,24.89232084,67.07542773,Agha Khan
Muhammad Owais Rashid,ENDOCRINOLOGIST,24.89232084,67.07542773,Agha Khan
Sumera Batool,ENDOCRINOLOGIST,24.89232084,67.07542773,Agha Khan
Asma Ahmed,ENDOCRINOLOGIST,24.89232084,67.07542773,Agha Khan
Muhammad Naeem Khan,ENDOCRINOLOGIST,24.89232084,67.07542773,Agha Khan
Dr. Zakir Alvi,ENDOCRINOLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Imran ul Haq,ENDOCRINOLOGIST,24.81441837,67.02243839,South City Hospital
DR. NIDA SHAKIL,ENDOCRINOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
DR. TAUSEEF AHMED,ENDOCRINOLOGIST,24.81744784,67.00775898,Ziauddin Hospital
Dr. Muhammad Wasif,OTOLARYNGOLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Shabbir Akhtar,OTOLARYNGOLOGIST,24.89232084,67.07542773,Agha Khan
Syed Akbar Abbas,OTOLARYNGOLOGIST,24.89232084,67.07542773,Agha Khan
Mohammad Sohail Awan,OTOLARYNGOLOGIST,24.89232084,67.07542773,Agha Khan
Anwar Suhail,OTOLARYNGOLOGIST,24.89232084,67.07542773,Agha Khan
Hamdan Ahmed Pasha,OTOLARYNGOLOGIST,24.89232084,67.07542773,Agha Khan
Dr. Uzma Naqvi,OTOLARYNGOLOGIST,24.94434275,67.13907265,Dow
Dr. Salman Niaz Ahmed,OTOLARYNGOLOGIST,24.94434275,67.13907265,Dow
Dr. Murtaza Ahasn Ansari,OTOLARYNGOLOGIST,24.94434275,67.13907265,Dow
Prof. Atif Hafeez,OTOLARYNGOLOGIST,24.94434275,67.13907265,Dow
"SAEED AKHTAR, DR.",ENT SURGEON,24.85369521,67.03996306,NICVD
"MUHAMMAD UMAR FAROOQ, PROF.",ENT SURGEON,24.85369521,67.03996306,NICVD
"MUKHTAR SINGAPURI, DR.",ENT SURGEON,24.85369521,67.03996306,NICVD
"SALMAN AHMED, DR.",ENT SURGEON,24.85369521,67.03996306,NICVD
"ASIF ALI ARAIN, DR.",ENT SURGEON,24.85369521,67.03996306,NICVD
"TARIQ RAFI, PROF.",ENT SURGEON,24.85369521,67.03996306,NICVD
DR. SYED HAIDER ABBAS RIZVI,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
PROF. ABBAS ZAFAR,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR.HAMID ALI SANGI,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
PROF. SYED HASSAN ABID,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
Dr Ali Aber,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR FARAH HAFIZ YOUSUF,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR ALI AKBER,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. MUHAMMAD WASIF,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
Dr. Muhammad  Wasif,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. ALI AKBAR,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
PROF. DR. S.KHALID ASHRAFI,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. MUBASHER IKRAM,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. KHALID MAHIDA,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. SHAMIM AHMED,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
DR. M. JAMIL MEMON,ENT SURGEON,24.81744784,67.00775898,Ziauddin Hospital
Dr. Fatima Kawal,FAMILY MEDICINE,24.94434275,67.13907265,Dow
Dr. Uzma  Faisal,FAMILY MEDICINE,24.89111874,67.06600414,Liaquat National
Dr. Rabeeya Saeed,FAMILY MEDICINE,24.89111874,67.06600414,Liaquat National
Dr. Marium Ahmed,FAMILY MEDICINE,24.89111874,67.06600414,Liaquat National
Dr. Sabeen Nadeem,FAMILY MEDICINE,24.89111874,67.06600414,Liaquat National
Dr. Eraj Fatima,FAMILY MEDICINE,24.89111874,67.06600414,Liaquat National
Dr. Nausheen Haroon Ahmed,FAMILY MEDICINE,24.89111874,67.06600414,Liaquat National
Dr. Wajiha Omair,FAMILY MEDICINE,24.89111874,67.06600414,Liaquat National
Dr. Annum Ishtiaq,FAMILY MEDICINE,24.89111874,67.06600414,Liaquat National
Dr. Sehrish Habib,FAMILY MEDICINE,24.89111874,67.06600414,Liaquat National
Dr. Munnawer Anjum,FAMILY MEDICINE,24.89111874,67.06600414,Liaquat National
Dr. Farrukh Ahmed,FAMILY MEDICINE,24.89111874,67.06600414,Liaquat National
Dr. Hinna Khani,FAMILY MEDICINE,24.89111874,67.06600414,Liaquat National
Kashanuddin Niazi,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Hajra Kiran Hasnat,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Hamida Farazdaq Millwala,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Hina Shakeel,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Yousuf Kamal,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Zeenat Jumani,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Tayyabah Usman,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Waris Qidwai,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Wahid Haroon,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Syeda Maleeka Syedain,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Syed Riaz Ali Shah,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Syed Mairajuddin Shah,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Swaleha Tariq Bhombal,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Shahida Hasan,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Seerat-Uz-Zehra Baqir,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Sarah Mansoor,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Saniya R. Sabzwari,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Samar Zaki,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Muhammad Atif,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Sadaf Haris,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Saba Jerjees,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Rubia Farid,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Rafay Iqbal,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Hafiza Firdous Jindani,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Noor-E-Sahar Abrar Khan,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Niloufer Sultan Ali,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Nida Iqbal,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Unab I. Khan,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Naheed Nabi,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Nadya Khuwaja,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Sadaf Ahmed,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Aamna Nazish Iqbal,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Zubeda Amyn,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Aftab Ahmed Qureshi,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Faheem Uddin,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Faisal Ahmed,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Darakhshan Shams,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Aziz A Rehman Jiwani,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Asma Usman,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Ayesha Khan,FAMILY MEDICINE,24.89232084,67.07542773,Agha Khan
Dr. Fouzia Shams,FAMILY MEDICINE,24.91899398,67.06395372,Tabba Heart Institute
Dr. Muhammad Imran,FAMILY MEDICINE,24.91899398,67.06395372,Tabba Heart Institute
Dr. Aiesha Faisal,FAMILY MEDICINE & COMMUNITY HEALTH,24.8176517,67.11176696,Indus
Dr.Mehwish Mehmood,FAMILY MEDICINE & COMMUNITY HEALTH,24.8176517,67.11176696,Indus
Dr. Hiba Ashraf,FAMILY MEDICINE & COMMUNITY HEALTH,24.8176517,67.11176696,Indus
Dr. Gulshan,FAMILY MEDICINE & COMMUNITY HEALTH,24.8176517,67.11176696,Indus
Dr. Fauzia Akhtar,FAMILY MEDICINE & COMMUNITY HEALTH,24.8176517,67.11176696,Indus
Dr. Nida Ilyas Shamsi,FAMILY MEDICINE & COMMUNITY HEALTH,24.8176517,67.11176696,Indus
Dr. Pardeep Kumar,FAMILY MEDICINE & COMMUNITY HEALTH,24.8176517,67.11176696,Indus
Dr. Ruhma Ashraf,FAMILY MEDICINE & COMMUNITY HEALTH,24.8176517,67.11176696,Indus
FAIZA ASMAT,FAMILY MEDICINE CLINIC,24.81744784,67.00775898,Ziauddin Hospital
"S. M. QAMAR-UL-ARFIN, DR.",GASTROENTEROLOGIST,24.85369521,67.03996306,NICVD
"NARESH KUMAR, DR.",GASTROENTEROLOGIST,24.85369521,67.03996306,NICVD
"ASHFAQ AHMED, DR.",GASTROENTEROLOGIST,24.85369521,67.03996306,NICVD
"SHAHID MAHMOOD, DR.",GASTROENTEROLOGIST,24.85369521,67.03996306,NICVD
"LUBNA KAMANI, PROF.",GASTROENTEROLOGIST,24.85369521,67.03996306,NICVD
"AMANULLAH, DR.",GASTROENTEROLOGIST,24.85369521,67.03996306,NICVD
"NAZISH BUTT, DR.",GASTROENTEROLOGIST,24.85369521,67.03996306,NICVD
Dr. Manzoor Hussain,GASTROENTEROLOGIST,24.8176517,67.11176696,Indus
Dr. Shahid Majid,GASTROENTEROLOGIST,24.8176517,67.11176696,Indus
S. M. Munir,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Rustam Khan,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Rajesh Kumar Bansari,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
S. Hasnain Ali Shah,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Ashfaq Ahmed,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Nazish Butt,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Nashiz Inayet,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Muhammad Atif Majeed,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Lubna Kamani,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Om Parkash,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Saeed Sadiq Hamid,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Faisal Wasim Ismail,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Sajjad Jamil,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Amna Subhan Butt,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Shahab Abid,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Zaigham Abbas,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Abdullah Bin Khalid,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Waqar Hussain Shah,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Adeel Ur Rehman,GASTROENTEROLOGIST,24.89232084,67.07542773,Agha Khan
Dr. Furqaan Ahmed,GASTROENTEROLOGIST,24.81441837,67.02243839,South City Hospital
Prof. Dr. Zahid Azam,GASTROENTEROLOGIST,24.81441837,67.02243839,South City Hospital
Dr. S.M. Qamrul Arfin,GASTROENTEROLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Shahid Majid,GASTROENTEROLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Dr. Hamid Ali Kalwar,GASTROENTEROLOGIST,24.91899398,67.06395372,Tabba Heart Institute
Prof. S.M Wasim Jafri,GASTROENTEROLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Saad Khalid Niaz,GASTROENTEROLOGIST,24.81441837,67.02243839,South City Hospital
Dr. Ajit Kumar,GASTROENTEROLOGY,24.94434275,67.13907265,Dow
DR. S.M QAMAR UL ARFIN,GASTROENTEROLOGY,24.81744784,67.00775898,Ziauddin Hospital
DR. FAISAL ZIAUDDIN,GASTROENTEROLOGY,24.81744784,67.00775898,Ziauddin Hospital
DR. SHANIL KADIR,GASTROENTEROLOGY,24.81744784,67.00775898,Ziauddin Hospital
DR. ZAIGHAM ABBAS,GASTROENTEROLOGY,24.81744784,67.00775898,Ziauddin Hospital
DR. SABIHTA SHABBIR SHEIKH,GASTROENTEROLOGY,24.81744784,67.00775898,Ziauddin Hospital
PROF. SYED HASNAIN ALI SHAH,GASTROENTEROLOGY,24.81744784,67.00775898,Ziauddin Hospital
DR. OSAMA AHMED SOMROO,GASTROENTEROLOGY,24.81744784,67.00775898,Ziauddin Hospital
DR. TALHA QURESHI,GASTROENTEROLOGY,24.81744784,67.00775898,Ziauddin Hospital
DR. MUHAMMAD ALI TAJ,GASTROENTEROLOGY,24.81744784,67.00775898,Ziauddin Hospital
DR. SOHAIL HUSSAIN,GASTROENTEROLOGY,24.81744784,67.00775898,Ziauddin Hospital
DR. KHURRAM BAQAI,GASTROENTEROLOGY,24.81744784,67.00775898,Ziauddin Hospital
Dr. Sajjad Jamil,GASTROENTEROLOGY,24.89111874,67.06600414,Liaquat National
Prof. Dr. Lubna Kamani,GASTROENTEROLOGY,24.89111874,67.06600414,Liaquat National
Dr. Baseer Sultan Ahmed,GASTROENTEROLOGY,24.89111874,67.06600414,Liaquat National
Dr. Shahid Karim,GASTROENTEROLOGY,24.89111874,67.06600414,Liaquat National
Dr. Shanil Kadir,GASTROENTEROLOGY,24.89111874,67.06600414,Liaquat National
Dr. Rajesh Kumar Wadhwa,GASTROENTEROLOGY,24.89111874,67.06600414,Liaquat National
Dr. Pervez Ashraf,GASTROENTEROLOGY,24.89111874,67.06600414,Liaquat National
Prof. Dr. Mansoor Ul Haq,GASTROENTEROLOGY,24.89111874,67.06600414,Liaquat National
"AMANULLAH, DR.",GENERAL PHYSICIAN,24.85369521,67.03996306,NICVD
"NASIR HUSSAIN, DR.",GENERAL PHYSICIAN,24.85369521,67.03996306,NICVD
"AQIBA SARFRAZ, DR.",GENERAL PHYSICIAN,24.85369521,67.03996306,NICVD
"NADIA ATHER, DR.",GENERAL PHYSICIAN,24.85369521,67.03996306,NICVD
"MUHAMMAD SAJID ABBAS JAFFRI, DR.",GENERAL PHYSICIAN,24.85369521,67.03996306,NICVD
"TARIQ MUGHAL, DR.",GENERAL PHYSICIAN,24.85369521,67.03996306,NICVD
"AISHA ILYAS, DR.",GENERAL PHYSICIAN,24.85369521,67.03996306,NICVD
"JAMAL ARA, PROF.",GENERAL PHYSICIAN,24.85369521,67.03996306,NICVD
"SAMAR ABBAS, DR.",GENERAL PHYSICIAN,24.85369521,67.03996306,NICVD
"SALAHUDDIN AFSAR, PROF.",GENERAL PHYSICIAN,24.85369521,67.03996306,NICVD
PROF. FASIA BASIR,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR.DANIA AMIR,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR. NIDA HUSSAIN,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR. QURAT UL AIN KHAN (CCU),GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR. ALY HAIDER BADRUDDIN,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
FMC CONSULTANT,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR. RUBY BHATTY,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR. SYED ALI RAZA,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR. IMRAN MEHMUD,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR. FASIHA SOHAIL,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR.FASIHA SOHAIL,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR. S. TANVEER UL HUDA,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR.MUHAMMAD AIJAZ ABDUL SATTAR,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
PROF. DR FARIDAH AMIN TEJANI,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR GHANIA NIAZI,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
PROF. UMER JAHANGIR,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR SUMERA NAWAZ,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR MARIA ABID,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
Prof. M. Z. Jillani,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR. SARA ABEDIN,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR. IMTIAZ KHALID,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR. GUL AHUJA,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR. AHMED ALI KANHAR,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
DR. UZMA GHORI,GENERAL PHYSICIAN,24.81744784,67.00775898,Ziauddin Hospital
Dr. Zunaira,GENERAL PHYSICIAN,24.91899398,67.06395372,Tabba Heart Institute
Dr. Yousuf Kamal Mirza,GENERAL PHYSICIAN,24.91899398,67.06395372,Tabba Heart Institute
Dr. Chander Raja,GENERAL PHYSICIAN,24.91899398,67.06395372,Tabba Heart Institute
"JAHANZAIB HAIDER, DR.",GENERAL SURGEON,24.85369521,67.03996306,NICVD
"ZAHID MEHMOOD, DR.",GENERAL SURGEON,24.85369521,67.03996306,NICVD
"ANEELA MALIK, DR.",GENERAL SURGEON,24.85369521,67.03996306,NICVD
"ATTAULLAH MAHAR, DR.",GENERAL SURGEON,24.85369521,67.03996306,NICVD
"GHULAM ASGHAR CHANNA, DR.",GENERAL SURGEON,24.85369521,67.03996306,NICVD
"FAISAL SIDDIQI, DR.",GENERAL SURGEON,24.85369521,67.03996306,NICVD
"SHAHID RASOOL, DR.",GENERAL SURGEON,24.85369521,67.03996306,NICVD
Dr. Munira (Unit II),GENERAL SURGEON,24.94434275,67.13907265,Dow
Dr. Abdul Khaliq (Unit II),GENERAL SURGEON,24.94434275,67.13907265,Dow
Dr. Zahid Ali Memon,GENERAL SURGEON,24.94434275,67.13907265,Dow
Dr. Rutaba Alam,GENERAL SURGEON,24.94434275,67.13907265,Dow
Dr. Mujeeb Rehman Malik,GENERAL SURGEON,24.94434275,67.13907265,Dow
Dr. Faisal Ghani Siddiqui,GENERAL SURGEON,24.94434275,67.13907265,Dow
Dr. Naveed (Unit II),GENERAL SURGEON,24.94434275,67.13907265,Dow
Usama Iqbal,GENERAL SURGEON,24.89232084,67.07542773,Agha Khan
Zeeshan Nasir Rifat,GENERAL SURGEON,24.89232084,67.07542773,Agha Khan
Sadaf Khan,GENERAL SURGEON,24.89232084,67.07542773,Agha Khan
Tabish Chawla,GENERAL SURGEON,24.89232084,67.07542773,Agha Khan
Saleema Begum,GENERAL SURGEON,24.89232084,67.07542773,Agha Khan
Sajida Qureshi,GENERAL SURGEON,24.89232084,67.07542773,Agha Khan
Muhammad Rizwan Khan,GENERAL SURGEON,24.89232084,67.07542773,Agha Khan
Irfan Daudi,GENERAL SURGEON,24.89232084,67.07542773,Agha Khan
Inam Pal,GENERAL SURGEON,24.89232084,67.07542773,Agha Khan
Hasnain Zafar,GENERAL SURGEON,24.89232084,67.07542773,Agha Khan
Abdul Rehman Alvi,GENERAL SURGEON,24.89232084,67.07542773,Agha Khan
Dr. Mirza Arshad Beg,GENERAL SURGEON,24.89111874,67.06600414,Liaquat National
Dr. Batool Zehra,GENERAL SURGEON,24.89111874,67.06600414,Liaquat National
Prof. Dr. Sheeraz Ur Rehman,GENERAL SURGEON,24.89111874,67.06600414,Liaquat National
Prof. Dr. Muhammad Nadeem Khurshaidi,GENERAL SURGEON,24.89111874,67.06600414,Liaquat National
Prof. Dr. Salman Faridi,GENERAL SURGEON,24.89111874,67.06600414,Liaquat National
Dr. Anila Malik,GENERAL SURGEON,24.89111874,67.06600414,Liaquat National
Dr. Zahid Habib,GENERAL SURGEON,24.89111874,67.06600414,Liaquat National
Dr. Faisal Siddiqi,GENERAL SURGEON,24.89111874,67.06600414,Liaquat National
Dr. Omer Bin Khalid  Jamil,GENERAL SURGEON,24.89111874,67.06600414,Liaquat National
Dr. Ghina Shamim Shamsi,GENERAL SURGEON,24.8176517,67.11176696,Indus
Dr. Sadaf Saeed,GENERAL SURGEON,24.8176517,67.11176696,Indus
